,1.0,1.02,1.1,1.11,1.2,Lite 1.30,1.3,1.4,1.51,1.6,1.7,1.80,1.93,2.00,2.111,SZ 2017,GDW 2019,SZ 2022,2.2
6144,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6145,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6146,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6147,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6148,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6149,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6150,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6151,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6152,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6153,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6154,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6155,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6156,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6157,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6158,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6159,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6160,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6161,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6162,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6163,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6164,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6165,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6166,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6167,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6168,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6169,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6170,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6171,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6172,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6173,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6174,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6175,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6176,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6177,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6178,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6179,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6180,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6181,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6182,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6183,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6184,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6185,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6186,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6187,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6188,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6189,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6190,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6191,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6192,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6193,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6194,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6195,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6196,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6197,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6198,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6199,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6200,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6201,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6202,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6203,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6204,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6205,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6206,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6207,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6208,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6209,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6210,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6211,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6212,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6213,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6214,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6215,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6216,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6217,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6218,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6219,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6220,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6221,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6222,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6223,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6224,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6225,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6226,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6227,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6228,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6229,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6230,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6231,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6232,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6233,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6234,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6235,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6236,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6237,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6238,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6239,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6240,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6241,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6242,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6243,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6244,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6245,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6246,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6247,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6248,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6249,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6250,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6251,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6252,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6253,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6254,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6255,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6256,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6257,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6258,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6259,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6260,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6261,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6262,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6263,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6264,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6265,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6266,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6267,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6268,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6269,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6270,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6271,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6272,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6273,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6274,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6275,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6276,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6277,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6278,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6279,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6280,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6281,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6282,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6283,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6284,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6285,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6286,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6287,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6288,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6289,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6290,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6291,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6292,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6293,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6294,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6295,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6296,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6297,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6298,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6299,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6300,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6301,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6302,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6303,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6304,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6305,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6306,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6307,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6308,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6309,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6310,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6311,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6312,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6313,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6314,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6315,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6316,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6317,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6318,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6319,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6320,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6321,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6322,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6323,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6324,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6325,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6326,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6327,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6328,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6329,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6330,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6331,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6332,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6333,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6334,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6335,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6336,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6337,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6338,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6339,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6340,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6341,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6342,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6343,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6344,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6345,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6346,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6347,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6348,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6349,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6350,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6351,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6352,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6353,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6354,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6355,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6356,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6357,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6358,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6359,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6360,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6361,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6362,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6363,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6364,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6365,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6366,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6367,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6368,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6369,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6370,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6371,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6372,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6373,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6374,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6375,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6376,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6377,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6378,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6379,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6380,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6381,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6382,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6383,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6384,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6385,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6386,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6387,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6388,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6389,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6390,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6391,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6392,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6393,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6394,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6395,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6396,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6397,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6398,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6399,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6400,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6401,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6402,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6403,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6404,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6405,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6406,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6407,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6408,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6409,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6410,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6411,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6412,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6413,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6414,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6415,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6416,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6417,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6418,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6419,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6420,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6421,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6422,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6423,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6424,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6425,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6426,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6427,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6428,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6429,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6430,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6431,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6432,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6433,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6434,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6435,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6436,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6437,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6438,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6439,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6440,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6441,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6442,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6443,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6444,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6445,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6446,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6447,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6448,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6449,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6450,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6451,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6452,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6453,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6454,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6455,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6456,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6457,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6458,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6459,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6460,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6461,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6462,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6463,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6464,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6465,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6466,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6467,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6468,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6469,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6470,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6471,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6472,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6473,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6474,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6475,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6476,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6477,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6478,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6479,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6480,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6481,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
6482,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
